Nr;Text_vorher;UNG.NOM;Text_danach;Dateiname;Textsorte;Periode;Sprachraum;Jahr;Jahrzehnt;Titelstichwort;Erstglied;Lemma;Adj;mit_adj_Mod;Det;als_praep_Kompl;Praeposition;Material_zwischen_Prep_und_Nom;NOM_V;FVG;Genitiv;Zweitglied;Numerus;Simplexbasis;Fremdwortbasis;ig;Hapax_Legomenon;Anmerkungen;Majuskel;ierung;Kompositum;Praefix;Anzahl_Praefixe;Praefix_Kombi;Basisverb;Basisverb_alternativ;PREP_DET_NOM;Syntagma
7318;egen Gott und euren Erloeser, und mit ernstlichen ;Entschliessungen;, euer Leben nach der Lehre Christi einzurichten, ;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Entschlieﬂung;ernstlich;JA;KEIN;NEIN;mit;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ent;NA;NA;entschliessen;NA;NEIN;NEIN
7319;hr dieselben vielmehr mit eben der unanstaendigen ;Auffuehrung; beschlossen, ueber welche Gott in unserm Texte ei;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Auff¸hrung;unanst‰ndig;JA;b;NEIN;mit;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;auf;NA;NA;auffuehren;NA;NEIN;NEIN
7320;Tanz sind an und vor sich betrachtet, unschuldige ;Vergnuegungen;, wenn dabey gewisse Einschraenkungen, sowol in An;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Vergn¸gung;unschuldig;JA;KEIN;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;vergnuegen;NA;NEIN;NEIN
7321;et, unschuldige Vergnuegungen, wenn dabey gewisse ;Einschraenkungen;, sowol in Ansehung der Art und Weise ihres Gebrau;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Einschr‰nkung;NA;NEIN;s;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ein;NA;NA;einschraenken;NA;NEIN;NEIN
7322;en, wenn dabey gewisse Einschraenkungen, sowol in ;Ansehung; der Art und Weise ihres Gebrauchs, als auch in An;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Ansehung;NA;NEIN;KEIN;JA;in;KEIN;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;an;NA;NA;ansehen;NA;NEIN;NEIN
7323;ng der Art und Weise ihres Gebrauchs, als auch in ;Ansehung; der Umstaende und der Zeit, vorausgesezt werden. ;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Ansehung;NA;NEIN;KEIN;JA;in;KEIN;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;an;NA;NA;ansehen;NA;NEIN;NEIN
7324;endige Weise und zu einer schicklichen Zeit diese ;Vergnuegungen; geniessen, so wollte ich kein Wort dagegen einwen;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Vergn¸gung;NA;NEIN;DEM;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;vergnuegen;NA;NEIN;NEIN
7325;ihr selbst wiﬂt. Ich goenne einem jeden gerne die ;Aufmunterungen; des Gemueths, die uns unter den Beschwerlichkeite;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Aufmunterung;NA;NEIN;b;NEIN;NA;NA;NA;NA;postnom;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;auf;NA;NA;aufmuntern;NA;NEIN;NEIN
7326;aﬂ er im Geraeusche dieser Lustbarkeiten sich vor ;Zerstreuungen; des Gemueths zu hueten wisse, und daﬂ er die Aufm;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Zerstreuung;NA;NEIN;KEIN;NEIN;NA;NA;NA;NA;postnom;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;zer;NA;NA;zerstreuuen;NA;NEIN;NEIN
7327;legen ist, bestaendig auf sein Herz und auf seine ;Handlungen; richten muﬂ? Und ist nicht auch die bey solchen G;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Handlung;NA;NEIN;s;NEIN;auf;NA;NA;NA;prenom;NA;PL;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;handeln;NA;NEIN;NEIN
7328;t auch die bey solchen Gelegenheiten gewoehnliche ;Erhitzung; des Bluts, und der vertrautere Umgang zwischen Pe;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Erhitzung;gewˆhnlich;JA;b;NEIN;NA;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;erhitzen;NA;NEIN;NEIN
7329; der Tugend gefaehrlich? Sollten also nicht andre ;Vergnuegungen;, bey welchen keine so groﬂe Gefahr zu suendigen i;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Vergn¸gung;NA;NEIN;s;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;vergnuegen;NA;NEIN;NEIN
7330;len weniger gefaehrlich, oder auch unter gewissen ;Einschraenkungen; gar nicht gefaehrlich waeren: so wuerde es dennoc;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Einschr‰nkung;NA;NEIN;s;NEIN;unter;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ein;NA;NA;einschraenken;NA;NEIN;NEIN
7331;n, welche dem oeffentlichen Gottesdienste und der ;Betrachtung; des goettlichen Worts vorzueglich gewidmet sind, ;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Betrachtung;NA;NEIN;b;NEIN;NA;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;betrachten;NA;NEIN;NEIN
7332;n hoechst strafbar, wenn ihr euch dadurch von der ;Beobachtung; eurer Pflichten abhalten laﬂt. Und das geschieht ;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Beobachtung;NA;NEIN;b;NEIN;von;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;beobachten;NA;NEIN;NEIN
7333;n Sonn- und Festtagen anstellt.       Eine solche ;Auffuehrung; ist eine Verletzung der Pflichten gegen Gott. Ihr;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Auff¸hrung;solch;JA;u;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;auf;NA;NA;auffuehren;NA;NEIN;NEIN
7334; anstellt.       Eine solche Auffuehrung ist eine ;Verletzung; der Pflichten gegen Gott. Ihr werdet bey dem oeff;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Verletzung;NA;NEIN;u;NEIN;NA;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verletzen;NA;NEIN;NEIN
7335;lichen Gottesdienste an die groﬂen Wohlthaten der ;Erloesung; erinnert. Gott laeﬂt euch sagen, wie ihr euch zu ;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Erlˆsung;NA;NEIN;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;erloesen;NA;NEIN;NEIN
7336;nd ihr findet alsdann keinen Geschmack an ernsten ;Betrachtungen;. Anstatt das Wort des Herrn zu Herzen zu nehmen u;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Betrachtung;ernst;JA;KEIN;NEIN;an;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;betrachten;NA;NEIN;NEIN
7337;eichwol so oft uebertreten habt -- anstatt solche ;Ueberlegungen; anzustellen: gehet ihr aus dem Hause des Herrn in;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;‹berlegung;NA;NEIN;s;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;¸ber;NA;NA;ueberlegen;NA;NEIN;JA
7338; ueppigen Taenzen alles wieder, was euch Gott zur ;Besserung; eurer Seelen hatte verkuendigen lassen. Sagt doch;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Besserung;NA;NEIN;b;NEIN;zu;NA;NA;NA;KEIN;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;bessern;NA;JA;NEIN
7339;de? Wuerdet ihr an solchen Tagen, welche heiligen ;Betrachtungen; besonders gewidmet seyn sollen, auf das Werk des ;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Betrachtung;heilig;JA;s;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;betrachten;NA;NEIN;NEIN
7340;er Musik und eures Tanzes verachten!       Solche ;Vergnuegungen; an Sonn- und Festtagen sind auch eine Verletzung ;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Vergn¸gung;NA;NEIN;s;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;vergnuegen;NA;NEIN;NEIN
7341;rgnuegungen an Sonn- und Festtagen sind auch eine ;Verletzung; der Pflichten, die ein Christ gegen sich selbst z;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Verletzung;NA;NEIN;u;NEIN;NA;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verletzen;NA;NEIN;NEIN
7342;sse Tage zu bekommen, an welchen ihr euch von den ;Zerstreuungen; dieses Lebens sammlen, euren Seelenzustand genaue;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Zerstreuung;NA;NEIN;b;NEIN;NA;NA;NA;NA;postnom;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;zer;NA;NA;zerstreuuen;NA;NEIN;NEIN
7343;eden dient? Wie oft hoert man die nichtswuerdigen ;Entschuldigungen;, man habe in der Welt so viel zu thun und so viel;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Entschuldigung;nichtsw¸rdig;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;JA;NEIN;NA;JA;NO;NA;ent;NA;NA;entschuldigen;NA;NEIN;NEIN
7344;iel zu thun und so viel zu sorgen, daﬂ man an die ;Verbesserung; seines Verstandes und seines Herzens nicht viel d;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Verbesserung;NA;NEIN;b;NEIN;NA;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verbessern;NA;NEIN;NEIN
7345;n erscheint ihr beym Gottesdienste mit irrdischen ;Gesinnungen;, und nach Endigung desselben geht ihr hin zu den ;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Gesinnung;irdisch;JA;KEIN;NEIN;mit;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ge;NA;NA;gesinnen;NA;NEIN;NEIN
7346;ottesdienste mit irrdischen Gesinnungen, und nach ;Endigung; desselben geht ihr hin zu den Wohlluesten dieses ;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Endigung;NA;NEIN;KEIN;JA;nach;KEIN;NA;NA;postnom;NA;SG;NEIN;NEIN;JA;NEIN;NA;JA;NO;NA;NA;NA;NA;endigen;NA;NEIN;NEIN
7347;ch tausendmal gefaehrlicher sind, als die groeste ;Ueberhaufung; von Berufsgeschaeften nimmermehr seyn kann. Solch;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;‹berh‰ufung;groﬂ;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;JA;NA;JA;NO;NA;¸ber;NA;NA;ueberhaeufen;NA;NEIN;JA
7348;derjenige Christ nicht begehen, der an die ernste ;Vermahnung; eines Apostels gedenkt: Schaffet, daﬂ ihr seelig ;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Vermahnung;ernst;JA;b;NEIN;NA;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;vermahnen;NA;NEIN;NEIN
7349;Zittern. (Phil. 2, 12.)       Seyd ihr zu solchen ;Ueberlegungen; noch zu irrdisch, und koennt ihr euch mit euren G;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;‹berlegung;NA;NEIN;s;NEIN;zu;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;¸ber;NA;NA;ueberlegen;NA;NEIN;JA
7350;hen Umstaende erinnern, und euch fragen, ob diese ;Ausschweifungen;, die ihr bis in die spaetste Nacht fortsezt, eure;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Ausschweifung;NA;NEIN;DEM;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;aus;NA;NA;ausschweifen;NA;NEIN;NEIN
7351;b also dieses vermeynte Vergnuegen fuer euch eine ;Erholung;, oder ob es nicht vielmehr eine Schwaechung eurer;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Erholung;NA;NEIN;u;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;erholen;NA;NEIN;NEIN
7352;uch eine Erholung, oder ob es nicht vielmehr eine ;Schwaechung; eurer Leibes- und Seelenkraefte gewesen sey? Noch;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Schw‰chung;NA;NEIN;u;NEIN;NA;NA;NA;NA;postnom;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;schwaechen;NA;NEIN;NEIN
7353;eld so ueberflueﬂig, daﬂ ihr es zu solchen tollen ;Vergnuegungen; anwenden koennt? Die Klage ueber den Mangel des G;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Vergn¸gung;toll;JA;s;NEIN;NA;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;YES;NA;ver;NA;NA;vergnuegen;NA;NEIN;NEIN
7354;auchen. Aber wenn euch eine Gelegenheit zu wilden ;Ausschweifungen; verschafft wird, dann dauert euch das so uebel an;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Ausschweifung;wild;JA;KEIN;NEIN;zu;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;aus;NA;NA;ausschweifen;NA;NEIN;NEIN
7355;endete Geld nicht, das euch bey einer jeden guten ;Anwendung; wuerde gedauert haben. Wer kann denn wol eine sol;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Anwendung;gut;JA;s;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;an;NA;NA;anwenden;NA;NEIN;NEIN
7356;rde gedauert haben. Wer kann denn wol eine solche ;Auffuehrung; vernuenftig nennen? Und welch eine noch groeﬂre T;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Auff¸hrung;solch;JA;u;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;auf;NA;NA;auffuehren;NA;NEIN;NEIN
7357;n an Sonn- und Festtagen, sind zugleich auch eine ;Verletzung; der Pflichten, die ihr eurem Naechsten schuldig s;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Verletzung;NA;NEIN;u;NEIN;NA;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;ver;NA;NA;verletzen;NA;NEIN;NEIN
7358; schuldig seyd. Denn es werden andere dadurch zur ;Theilnehmung;" an diesen Versuendigungen herbeygelockt; und manc";SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Teilnehmung;NA;NEIN;b;NEIN;zu;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;teilnehmen;NA;NEIN;JA
7359; werden andere dadurch zur Theilnehmung an diesen ;Versuendigungen;" herbeygelockt; und manches Gute, was andre sonst ";SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Vers¸ndigung;NA;NEIN;DEM;NEIN;an;NA;NA;NA;KEIN;NA;PL;NEIN;NEIN;JA;NEIN;NA;JA;NO;NA;ver;NA;NA;versuendigen;NA;NEIN;NEIN
7360; wenn eine feyerliche Stille herrschte, zu seiner ;Erbauung; in der heiligen Schrift, oder in einem andern gut;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Erbauung;NA;NEIN;s;JA;zu;MOD;NA;NA;prenom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;erbauen;NA;NEIN;NEIN
7361; bey solchen Lustbarkeiten wird das ganze Dorf in ;Bewegung; gesezt. Die Jugend tanzt und jauchzt. Die Alten e;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Bewegung;NA;NEIN;KEIN;NEIN;in;NA;setzen;FVG;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;FVG;JA;NO;NA;be;NA;NA;bewegen;NA;NEIN;NEIN
7362;gegen den Morgen fortgesezt wird, nicht auch eine ;Zerstoerung; der Ruhe, die den Gesunden sowol, als vornemlich ;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Zerstˆrung;NA;NEIN;u;NEIN;NA;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;zer;NA;NA;zerstoeren;NA;NEIN;NEIN
7363; Morgen fortsetzen helfen?       Wenn ihr das mit ;Ueberlegung; angehoert habt, was ich bisher vorgetragen habe: ;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;‹berlegung;NA;NEIN;KEIN;JA;mit;KEIN;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;¸ber;NA;NA;ueberlegen;NA;NEIN;NEIN
7364;hes Vergnuegen sey. Und was koennte denn etwa zur ;Vertheidigung; der Trunkenheit angefuehrt werden, die immer bey ;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;GewohnheitRAW.txt;NA;Verteidigung;NA;NEIN;b;NEIN;zu;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;JA;NEIN;NA;JA;NO;NA;ver;NA;NA;verteidigen;NA;NEIN;NEIN
7365;d beurtheilen muesse. Die Fehler, die man bey der ;Beurtheilung; des Ungluecks anderer begehet, kommen insgemein e;SERM_P3_WMD_1780_FeuersbrunstRAW.txt;SERM;P3;WMD;1780;1785;FeuersbrunstRAW.txt;NA;Beurteilung;NA;NEIN;b;NEIN;bei;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;beurteilen;NA;JA;NEIN
7366;t reden, verstehen wir besonders den Unglauben in ;Ansehung; der goettlichen Vorsehung, da man meynet, Wohl un;SERM_P3_WMD_1780_FeuersbrunstRAW.txt;SERM;P3;WMD;1780;1785;FeuersbrunstRAW.txt;NA;Ansehung;NA;NEIN;KEIN;JA;in;KEIN;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;an;NA;NA;ansehen;NA;NEIN;NEIN
7367;sonders den Unglauben in Ansehung der goettlichen ;Vorsehung;, da man meynet, Wohl und Wehe, widrige und angene;SERM_P3_WMD_1780_FeuersbrunstRAW.txt;SERM;P3;WMD;1780;1785;FeuersbrunstRAW.txt;NA;Vorsehung;gˆttlich;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;vor;NA;NA;vorsehen;NA;NEIN;NEIN
7368; aber sich den Glauben, den sie an die goettliche ;Regierung; haben, nicht gehoerig zu Nutz machen, indem sie n;SERM_P3_WMD_1780_FeuersbrunstRAW.txt;SERM;P3;WMD;1780;1785;FeuersbrunstRAW.txt;NA;Regierung;gˆttlich;JA;b;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NA;JA;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;regieren;NA;NEIN;NEIN
7369;ht, die GOtt bey seinen Gerichten ueber andere in ;Ansehung; unsrer hat, wird nicht erreicht, wir werden nicht;SERM_P3_WMD_1780_FeuersbrunstRAW.txt;SERM;P3;WMD;1780;1785;FeuersbrunstRAW.txt;NA;Ansehung;NA;NEIN;KEIN;JA;in;KEIN;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;an;NA;NA;ansehen;NA;NEIN;NEIN
7370;, was uns die heilige Schrift von der goettlichen ;Regierung; sagt, ganz zuwider ist. Denn hier werden wir bele;SERM_P3_WMD_1780_FeuersbrunstRAW.txt;SERM;P3;WMD;1780;1785;FeuersbrunstRAW.txt;NA;Regierung;gˆttlich;JA;b;NEIN;von;NA;NA;NA;KEIN;NA;SG;NA;JA;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;regieren;NA;NEIN;NEIN
7371;ü er die Seinige, seine Kinder, am wenigsten ohne ;Zuechtigung; lasse. Wie ungereimt wuerde es also seyn, wenn ma;SERM_P3_WMD_1780_FeuersbrunstRAW.txt;SERM;P3;WMD;1780;1785;FeuersbrunstRAW.txt;NA;Z¸chtigung;NA;NEIN;KEIN;NEIN;ohne;NA;lassen;NA;KEIN;NA;SG;NEIN;NEIN;JA;NEIN;NA;JA;NO;NA;NA;NA;NA;zuechtigen;NA;NEIN;JA
7372;Ottes haeuften auf den Tag seines Zorns, oder der ;Offenbahrung; seines gerechten Gerichts.  Nachdem wir nun geseh;SERM_P3_WMD_1780_FeuersbrunstRAW.txt;SERM;P3;WMD;1780;1785;FeuersbrunstRAW.txt;NA;Offenbarung;NA;NEIN;b;NEIN;NA;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;offenbaren;NA;NEIN;NEIN
7373;die vornehmste Fehler sind, in welche man bey der ;Beurtheilung; fremder Ungluecksfaelle gerathen kann, so la√üt u;SERM_P3_WMD_1780_FeuersbrunstRAW.txt;SERM;P3;WMD;1780;1785;FeuersbrunstRAW.txt;NA;Beurteilung;NA;NEIN;b;NEIN;bei;NA;NA;NA;postnom;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;be;NA;NA;beurteilen;NA;JA;NEIN
7374;ehen muesse.  Das erste ist das, da√ü man sie als ;Schickungen; GOttes erkennen mu√ü, denn ohne seinen Willen ges;SERM_P3_WMD_1780_FeuersbrunstRAW.txt;SERM;P3;WMD;1780;1785;FeuersbrunstRAW.txt;NA;Schickung;NA;NEIN;KEIN;NEIN;als;NA;NA;NA;postnom;NA;PL;JA;NEIN;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;schicken;NA;NEIN;NEIN
7375;einigkeit, ein Windsto√ü, oder sonst eine geringe ;Erschuetterung; Schuld daran, da√ü der baufaellige Thurn zu Siloa;SERM_P3_WMD_1780_FeuersbrunstRAW.txt;SERM;P3;WMD;1780;1785;FeuersbrunstRAW.txt;NA;Ersch¸tterung;gering;JA;u;NEIN;NA;NA;NA;NA;KEIN;NA;SG;NEIN;NEIN;NEIN;NEIN;NA;JA;NO;NA;er;NA;NA;erschuettern;NA;NEIN;NEIN
7376; auch die allergeringsten Begebenheiten unter der ;Lenckung; und Regierung GOttes stehen. Die√ü ist die Lehre ;SERM_P3_WMD_1780_FeuersbrunstRAW.txt;SERM;P3;WMD;1780;1785;FeuersbrunstRAW.txt;NA;Lenkung;NA;NEIN;b;NEIN;unter;NA;NA;NA;postnom;NA;SG;JA;NEIN;NEIN;NEIN;NA;JA;NO;JA;NA;NA;NA;lenken;NA;NEIN;JA
7377;ergeringsten Begebenheiten unter der Lenckung und ;Regierung; GOttes stehen. Die√ü ist die Lehre unsers Erloese;SERM_P3_WMD_1780_FeuersbrunstRAW.txt;SERM;P3;WMD;1780;1785;FeuersbrunstRAW.txt;NA;Regierung;NA;NEIN;b;NEIN;unter;NA;NA;NA;postnom;NA;SG;NA;JA;NEIN;NEIN;NA;JA;NO;NA;NA;NA;NA;regieren;NA;JA;NEIN
