Nummer;Text_vorher;NOM;Text_danach;Dateiname;Textsorte;Periode;Sprachraum;Jahr;Jahrzehnt;Periode_dreissig;Erstglied;Lemma;Nicht-native_Basis;Hapax_Legomenon;Simplexbasis;Majuskel;Adj;mit_ADJ;Prep_NOM;Genitiv;NOM_V;Prep;Det;Numerus;Anmerkung;Praefix
22395;nde recht fuehren konte. Sein Herr Vater/ der dem ;Spielen; gar zu sehr ergeben war/ verlohr einsmahl zu Prag;NARR_P2_OOD_1715_HeldenGeschichteRAW.txt;NARR;P2;OOD;1715;1715;1710-1740;NA;Spielen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;b;SG;NA;NA
44;"Er hoerte Kaum meine Worte mehr; und bliebs! Sein ";Stammeln; Sprach noch von dir, und von Unsterblichkeit! Sal;DRAM_P3_NoD_1764_SalomoRAW.txt;DRAM;P3;NoD;1764;1765;1740-1770;NA;Stammeln;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;NA
22452; Generation/ eines Fall und Verderben/ des andern ;Steigen;" und Aufkommen; Wol! so giebst du gleichwol hiemit";SCIE_P1_OOD_1681_CometenGespoettsRAW.txt;SCIE;P1;OOD;1681;1685;1680-1710;NA;Steigen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;NA
25777;merckungen und zwar ueber die Erste Regel und das ;Steigen;" des &#9791;rii.         1. Wenn der &#9791;rius b";SCIE_P2_NoD_1734_BarometerRAW.txt;SCIE;P2;NoD;1734;1735;1710-1740;NA;Steigen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;POSTNOM;NEIN;NA;b;SG;NA;NA
41004;ssen/ sein wolstand vnd vbelstand/ sein leben vnd ;sterben;/ wie dann geschriben stehet [Act. 17. 28.]: In jh;SERM_P1_WOD_1654_EytelkeitRAW.txt;SERM;P1;WOD;1654;1655;1650-1680;NA;Sterben;NEIN;NEIN;JA;NEIN;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;NA
5996;Armee auf den Beinen zuhaben. Zu Leipzig laßt das ;Sterben;/ Gott Lob/ zimmlich nach. Leipzig/ vom 1.11.Decem;ordinari_zuerich_1681_fin.txt;NEWS;P1;WOD;1681;1685;1680-1710;NA;Sterben;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;b;SG;NA;NA
40479;m Jesu am Evangelio gedienet/ ein immerwaehrendes ;Sterben;" gewesen; wie er dann selbst betheuret und spricht";SERM_P1_WMD_1699_SolmsRAW.txt;SERM;P1;WMD;1699;1695;1680-1710;NA;Sterben;NEIN;NEIN;JA;JA;immerwährend;JA;NEIN;KEIN;NEIN;NA;u;SG;NA;NA
40488;". 10. seq. schreibet; Wir tragen umb allezeit das ";Sterben; des HErrn Jesu an unserm Leibe/ auff dass auch da;SERM_P1_WMD_1699_SolmsRAW.txt;SERM;P1;WMD;1699;1695;1680-1710;NA;Sterben;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;POSTNOM;NEIN;NA;b;SG;NA;NA
699;Glueck wird nicht muede zu plagen mein Hertz/ das ;Sterben; wird muessen alleine beschliessen den quaelenden ;DRAM_P1_NoD_1700_FreyheitRAW.txt;DRAM;P1;NoD;1700;1705;1680-1710;NA;Sterben;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;b;SG;NA;NA
47208;, wenn er schreibet: Christus ist mein Leben, und ;Sterben; ist mein Gewinn: Sintemahl aber im Fleisch leben,;SERM_P2_WOD_1739_KranckentrostRAW.txt;SERM;P2;WOD;1739;1735;1710-1740;NA;Sterben;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;KEIN;SG;NA;NA
36284; Plantarum Praefatio.]       Ich glaube auch dies ;Studiren; recht vieler Methoden, dem Anfaenger mit desto gr;SCIE_P3_WOD_1787_BotanikRAW.txt;SCIE;P3;WOD;1787;1785;1770-1800;NA;Studieren;JA;NEIN;NA;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;s;SG;NA;NA
19673;fnung seiner Liebes-Begebenheit. Er erhielte sein ;Suchen; gar leicht/ indem der andere aus einem geheimen T;NARR_P2_NoD_1706_SatyrischerRomanRAW.txt;NARR;P2;NoD;1706;1705;1680-1710;NA;Suchen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;NA
50387;t wollen. Wir suchen und finden nicht, weil unser ;Suchen; nicht grossmuethig ist. -- Lasst uns suchen, wie ;SERM_P3_OOD_1792_SonntagenRAW.txt;SERM;P3;OOD;1792;1795;1770-1800;NA;Suchen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;NA
27906;eit behauptet, dass nicht das Finden, sondern das ;Suchen; derselben den Menschen begluecke und dass er selb;NARR_P3_OOD_1796_QuintusRAW.txt;NARR;P3;OOD;1796;1795;1770-1800;NA;Suchen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;POSTNOM;NEIN;NA;b;SG;NA;NA
19616;en Tyrsates in nicht geringes Erstaunen/ dass das ;Summen; der Luft das Begraebnuess-Gelaeute einer erblaste;NARR_P2_NoD_1706_SatyrischerRomanRAW.txt;NARR;P2;NoD;1706;1705;1680-1710;NA;Summen;NEIN;JA;JA;JA;NA;NEIN;NEIN;POSTNOM;NEIN;NA;b;SG;NA;NA
126;ich zu Hand bekommen, so habe mich das scoptische ;Tadeln; von einem paar selbst auffgeworffener Buecher-Ric;HUMA_P2_OOD_1731_AntiquitaetenSchatzRAW.txt;HUMA;P2;OOD;1731;1735;1710-1740;NA;Tadeln;NEIN;JA;JA;JA;skoptisch;JA;NEIN;KEIN;NEIN;NA;b;SG;NA;NA
51145;haetten anwenden moegen. Und ist denn ein solches ;Toben;, das die Nacht hindurch bis gegen den Morgen fort;SERM_P3_WMD_1774_GewohnheitRAW.txt;SERM;P3;WMD;1774;1775;1770-1800;NA;Toben;NEIN;NEIN;JA;JA;solch;JA;NEIN;KEIN;NEIN;NA;u;SG;NA;NA
43800;ricken und in ihr Netz zu locken. Das Tichten und ;Trachten; des menschlichen Hertzens ist ja von Natur boese ;SERM_P2_OMD_1734_EvangelischRAW.txt;SERM;P2;OMD;1734;1735;1710-1740;NA;Trachten;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;POSTNOM;NEIN;NA;b;SG;NA;NA
50321;en. Bedaurenswuerdige Menschen, deren Tichten und ;Trachten; so ganz auf das Irrdische, auf das Sinnliche geri;SERM_P3_OOD_1782_ErloeserRAW.txt;SERM;P3;OOD;1782;1785;1770-1800;NA;Trachten;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;NA
4621; viel besser/ Als von Lieb verwundet seyn. Da das ;Trauren; ist die Ernde/ Und die Freud nur falscher Schein.;DRAM_P1_WOD_1699_LiebesStreitRAW.txt;DRAM;P1;WOD;1699;1695;1680-1710;NA;Trauern;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;b;SG;NA;NA
8643;  Im Grund verderbt/       Bringt grosse Klag und ;Trauren;.       Der kroente Schilt       Jetzt nicht mehr ;DRAM_P2_WOD_1702_HelvetiaRAW.txt;DRAM;P2;WOD;1702;1705;1680-1710;NA;Trauern;NEIN;NEIN;JA;JA;groß;JA;NEIN;KEIN;NEIN;NA;KEIN;SG;NA;NA
3341;beck zeitung anhero kommen/ daß den 24. dises ein ;Treffen; auff der Jnsul vorgangen/ vnd sich die Schwedisch;ordentliche_woch_muenchen_1659_1_fin.txt;NEWS;P1;OOD;1659;1655;1650-1680;NA;Treffen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;u;SG;NA;NA
4076;erzagt/ In GOttes Namen gwagt. Hierauff gehet das ;Treffen; an.;DRAM_P1_WOD_1663_CarleRAW.txt;DRAM;P1;WOD;1663;1665;1650-1680;NA;Treffen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;b;SG;NA;NA
2833;r mitgebracht/ daß die Vnserige mit dem Feind ein ;Treffen; vorgehabt/ vnd selbiger auß dem Feld verjagt word;mercurii_muenchen_extract_1684_fin.txt;NEWS;P1;OOD;1684;1685;1680-1710;NA;Treffen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;u;SG;NA;NA
5798; siegenden Partey Und fuerchtet nicht einmal, das ;Treffen; zu verlieren Gesetzt, dort waer ein Feind und Koe;DRAM_P2_OMD_1732_CatoRAW.txt;DRAM;P2;OMD;1732;1735;1710-1740;NA;Treffen;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;b;SG;NA;NA
21712; Feuer muste immerzu sieden und braten/ Essen und ;Trincken;/ und anders guts Leben/ hat ihme sein Vatter zum ;NARR_P2_OOD_1703_NarrennestRAW.txt;NARR;P2;OOD;1703;1705;1680-1710;NA;Trinken;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;KEIN;SG;NA;NA
46873;ynd pure Humanae, pur Menschliche, nemlich Essen, ;Trincken;, Schlaffen, Arbeiten, und sich nach dem Menschlic;SERM_P2_WOD_1730_SeelenLiechtRAW.txt;SERM;P2;WOD;1730;1735;1710-1740;NA;Trinken;NEIN;NEIN;JA;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;KEIN;SG;NA;NA
12954;die Haupt-Ursach solcher Erarmung dem unmaessigen ;Trincken;/ Schwelgen/ Feyren/ und Faullentzen beyzumessen/ ;LEGA_P2_WOD_1738_ConstantzRAW.txt;LEGA;P2;WOD;1738;1735;1710-1740;NA;Trinken;NEIN;NEIN;JA;JA;unmäßig;JA;NEIN;KEIN;NEIN;NA;b;SG;NA;NA
18213; der vorige/ und man koente nicht wissen/ wie das ;Umwerffen; allemahl gelueckte. So satzte ich mich wieder hin;NARR_P1_WMD_1696_SchelmuffskyRAW.txt;NARR;P1;WMD;1696;1695;1680-1710;NA;Umwerfen;NEIN;JA;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;b;SG;NA;um
7112; Fluss ertraencken wollen.       Mand. Ein wildes ;Unternemmen;"! Er hat in Warheit seine Straff verdienet; du mus";DRAM_P2_OOD_1733_CiroRAW.txt;DRAM;P2;OOD;1733;1735;1710-1740;NA;Unternehmen;NEIN;NEIN;NEIN;JA;wild;JA;NEIN;KEIN;NEIN;NA;u;SG;NA;unter
14763;be ich ohnedem das gute Zutrauen, sie werden dieß ;Unternehmen; begünstigen, so bald sie wahrnehmen sollten, daß ;zeitung_fuer_staedte_wolfenbuettel_1786_1_fin.txt;NEWS;P3;NoD;1786;1785;1770-1800;NA;Unternehmen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;s;SG;NA;unter
48703;fe war, das machst du, mein GOtt, zum Troste! Das ;Verbergen; deines Angesichtes war es, das entzog allen Trost;SERM_P3_OMD_1756_TrostRAW.txt;SERM;P3;OMD;1756;1755;1740-1770;NA;Verbergen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;POSTNOM;NEIN;NA;b;SG;NA;ver
48560;gen seines Angesichtes im Zorn, und Zion sahe dis ;Verbergen;" des Antlitzes als ein wuerkliches Verlassen an; d";SERM_P3_OMD_1756_TrostRAW.txt;SERM;P3;OMD;1756;1755;1740-1770;NA;Verbergen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;POSTNOM;NEIN;NA;s;SG;NA;ver
48645;en eigenen Schicksalen gaenzlich ueberlassen. Dis ;Verbergen; des goettlichen Antlitzes im Zorn, ist demnach di;SERM_P3_OMD_1756_TrostRAW.txt;SERM;P3;OMD;1756;1755;1740-1770;NA;Verbergen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;POSTNOM;NEIN;NA;s;SG;NA;ver
48718;k des Zorns ein wenig verborgen! Wie kurz ist dis ;Verbergen; deines Angesichtes! wie kurz die Dauer deines Zor;SERM_P3_OMD_1756_TrostRAW.txt;SERM;P3;OMD;1756;1755;1740-1770;NA;Verbergen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;POSTNOM;NEIN;NA;s;SG;NA;ver
48705;s, das entzog allen Trost, und da du sagtest: dis ;Verbergen; habe nur einen Augenblick gedauret, und du habest;SERM_P3_OMD_1756_TrostRAW.txt;SERM;P3;OMD;1756;1755;1740-1770;NA;Verbergen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;s;SG;NA;ver
12517;Fall es bey diser conditionirten Acceptation sein ;Verbleiben; haben solle. Wie dann auch in diser Begebenheit/ ;LEGA_P2_WOD_1729_WechselRechtRAW.txt;LEGA;P2;WOD;1729;1725;1710-1740;NA;Verbleiben;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;JA;NA;s;SG;NA;ver
15850; sodann bey dem per Majora gemachten Schluss sein ;Verbleiben;, und behalten sich Ihro Churfuerstl. Durchleucht ;LEGA_P3_OOD_1750_HofRathsOrdnungRAW.txt;LEGA;P3;OOD;1750;1755;1740-1770;NA;Verbleiben;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;JA;NA;s;SG;NA;ver
15942;en pflegen, so hat es zwar noch ferner dabey sein ;Verbleiben;, und ist Hoechst Dero Will und Meynung, dass auch;LEGA_P3_OOD_1750_HofRathsOrdnungRAW.txt;LEGA;P3;OOD;1750;1755;1740-1770;NA;Verbleiben;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;JA;NA;s;SG;NA;ver
942;chreibt/  Mit lauter Menschen-Blut sein jmmer-new ;Verbrechen;!  Wer weiss an wem er sich gesonnen sey zu rechen;DRAM_P1_OMD_1657_CardenioRAW.txt;DRAM;P1;OMD;1657;1655;1650-1680;NA;Verbrechen;NEIN;NEIN;NEIN;JA;immerneu;JA;NEIN;PRENOM;NEIN;NA;s;SG;NA;ver
1007;  Was niemal mich verletzt! Carden. Lysander mein ;Verbrechen;  Heischt diss befleckte Blut. Lysand. Mein Herr/ ;DRAM_P1_OMD_1657_CardenioRAW.txt;DRAM;P1;OMD;1657;1655;1650-1680;NA;Verbrechen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;ver
1175;at.  Ich starrt vnd zweiffelt/ ob der Himmel mein ;Verbrechen;  Durch solche Traur-Gespenst entschlossen sey zu ;DRAM_P1_OMD_1657_CardenioRAW.txt;DRAM;P1;OMD;1657;1655;1650-1680;NA;Verbrechen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;ver
20956;icht begangen/ sondern ihre Missgoenstigen dieses ;Verbrechen; ihr so wohl auffgebuerdet/ als ihr Fraeulein Clau;NARR_P2_OMD_1708_AffectenRAW.txt;NARR;P2;OMD;1708;1705;1680-1710;NA;Verbrechen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;s;SG;NA;ver
12365;chnuerung. 2. Anlegen der Daum-Stoecke. 3. Wo das ;Verbrechen; schwer/ und entweder die Daum-Stoecke/ oder die F;LEGA_P2_WOD_1711_HalsGerichtRAW.txt;LEGA;P2;WOD;1711;1715;1710-1740;NA;Verbrechen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;b;SG;NA;ver
9481;te der Evangel. jüngst vor Augen gehabt, gar kein ;Verbrechen; gegen Jhro Kays. Maj. und das Reich, vielweniger ;woechentliche_relation_halle_1724_fin.txt;NEWS;P2;OMD;1724;1725;1710-1740;NA;Verbrechen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;s;SG;NA;ver
6987;uelle an mir die Gesaetze/ und straffe an mir das ;Verbrechen;. Ich kan als ein unglueckseeliger Bruder-Moerder/;DRAM_P2_OOD_1725_VenceslaoRAW.txt;DRAM;P2;OOD;1725;1725;1710-1740;NA;Verbrechen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;b;SG;NA;ver
6853;hen.       Cas. Der Irthum dess Streichs hat mein ;Verbrechen; vergroessert.       Ven. Hast du keine Entschuldi;DRAM_P2_OOD_1725_VenceslaoRAW.txt;DRAM;P2;OOD;1725;1725;1710-1740;NA;Verbrechen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;ver
7194;hatte. Es wird aber nie geschehen dass das grosse ;Verbrechen; dess Arpago soll ungestrafft bleiben.       Re ol;DRAM_P2_OOD_1733_CiroRAW.txt;DRAM;P2;OOD;1733;1735;1710-1740;NA;Verbrechen;NEIN;NEIN;NEIN;JA;groß;JA;NEIN;KEIN;NEIN;NA;b;SG;NA;ver
7274;inem grausamen Urthel entzogen/ und einem solchen ;Verbrechen; deine Unschuld zu dancken.       Ast. Redest du w;DRAM_P2_OOD_1733_CiroRAW.txt;DRAM;P2;OOD;1733;1735;1710-1740;NA;Verbrechen;NEIN;NEIN;NEIN;JA;solch;JA;NEIN;KEIN;NEIN;NA;u;SG;NA;ver
7286;Hinrichtung des Wolinski und zweyer andern, deren ;Verbrechen; bisher genau untersuchet worden, auf jener Seite ;berlinische_nachrichten_1740_1_fin.txt;NEWS;P2;NoD;1740;1745;1740-1770;NA;Verbrechen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;PL;NA;ver
7893; Unglueck in dem Staate anrichten, als die groben ;Verbrechen;, welche mit dem Tode der Verbrecher ausgerottet w;DRAM_P2_WMD_1743_DieGeistlichenRAW.txt;DRAM;P2;WMD;1743;1745;1740-1770;NA;Verbrechen;NEIN;NEIN;NEIN;JA;grob;JA;NEIN;KEIN;NEIN;NA;b;PL;NA;ver
6514;Rufen Sie ihn hieher. Alsdann sagen Sie mir seine ;Verbrechen;. Er ist edler gesinnet, als wir alle. Und ich wil;DRAM_P2_OMD_1747_SchwesternRAW.txt;DRAM;P2;OMD;1747;1745;1740-1770;NA;Verbrechen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;PL;NA;ver
6548;assen hattest. Er war allein. Die Unruhe und sein ;Verbrechen; redten aus ihm. Er hoerte mich nicht kommen. O ha;DRAM_P2_OMD_1747_SchwesternRAW.txt;DRAM;P2;OMD;1747;1745;1740-1770;NA;Verbrechen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;ver
7476;ie Flucht.       Corydon.       Was war denn dein ;Verbrechen;?       Montan.       Der schoensten Liebe Glueck,;DRAM_P2_OOD_1749_SchaeferinselRAW.txt;DRAM;P2;OOD;1749;1745;1740-1770;NA;Verbrechen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;ver
16611;die Uebelthaeter meistentheils durch Zeugen ihrer ;Verbrechen; pflegen ueberwiesen zu werden, hierzu aber taugli;LEGA_P3_OOD_1769_TheresianaRAW.txt;LEGA;P3;OOD;1769;1765;1740-1770;NA;Verbrechen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;PL;NA;ver
35064;esen geistlich sklavischen Reichen nicht mehr ein ;Verbrechen; seyn wird, zu denken. Der Humour der Englaender i;SCIE_P3_WMD_1777_LogikRAW.txt;SCIE;P3;WMD;1777;1775;1770-1800;NA;Verbrechen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;u;SG;NA;ver
28926; uns unsre Seele auf der haesslichen Seite unsrer ;Verbrechen; weisst. - Fragen Sie die Natur, fragen Sie die Me;NARR_P3_WMD_1783_MoralischeErzaehlungenRAW.txt;NARR;P3;WMD;1783;1785;1770-1800;NA;Verbrechen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;PL;NA;ver
15736;lichen Verbrechens bezuechtiget, wovon jedoch das ;Verbrechen; der beleidigten Majestaets-Rechte ausgenommen, 11;LEGA_P3_OMD_1784_ErbstatutenRAW.txt;LEGA;P3;OMD;1784;1785;1770-1800;NA;Verbrechen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;b;SG;NA;ver
19037;Wooldridge - keine Stelle begleiten. Dieß ist ein ;Verbrechen;, welches Großbrittanien dem König nie wird verzei;freyburger_1784_1_fin.txt;NEWS;P3;WOD;1784;1785;1770-1800;NA;Verbrechen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;u;SG;NA;ver
19028;alprozeß an den Hals, um hernach die vorgeworfnen ;Verbrechen; gemeinschäftlich fortsetzen zu können. 3. Der Kön;freyburger_1784_1_fin.txt;NEWS;P3;WOD;1784;1785;1770-1800;NA;Verbrechen;NEIN;NEIN;NEIN;JA;vorgeworfen;JA;NEIN;KEIN;NEIN;NA;b;PL;NA;ver
27261;widersetzten! Schmiedet durch die Beyspiele eurer ;Verbrechen; das dreyfache Erz, dass das Herz eurer Kinder der;NARR_P3_OOD_1787_AglaisRAW.txt;NARR;P3;OOD;1787;1785;1770-1800;NA;Verbrechen;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;PL;NA;ver
13865;at verzehren lassen. Es blieb ihr noch ein leztes ;Verbrechen; zu begehen übrig und sie hat es ausgeführt. Sie h;Danziger_1798_fin.txt;NEWS;P3;NoD;1798;1795;1770-1800;NA;Verbrechen;NEIN;NEIN;NEIN;JA;letztes;JA;NEIN;KEIN;NEIN;NA;u;SG;NA;ver
39910;Judith. 16. v. 21. Peyn leyden muessen/ das ewige ;Verderben; von dem Angesichte GOttes/ und von seiner herrlic;SERM_P1_WMD_1662_FuneraliaRAW.txt;SERM;P1;WMD;1662;1665;1650-1680;NA;Verderben;NEIN;NEIN;NEIN;JA;ewig;JA;NEIN;KEIN;NEIN;NA;b;SG;NA;ver
40384;nn vor dem Todt fuerchten? weil derselbe nun kein ;Verderben;/ kein verlieren mehr ist. Sondern wir sollen ein ;SERM_P1_WMD_1674_TrostRAW.txt;SERM;P1;WMD;1674;1675;1650-1680;NA;Verderben;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;s;SG;NA;ver
22484;n dem allgemeinen Schaden ueberwogen. Das gemeine ;Verderben; fliesst aus der Intention oder Bedeutung des Come;SCIE_P1_OOD_1681_CometenGespoettsRAW.txt;SCIE;P1;OOD;1681;1685;1680-1710;NA;Verderben;NEIN;NEIN;NEIN;JA;gemein;JA;NEIN;KEIN;NEIN;NA;b;SG;NA;ver
22450;Corruption/ des andern Generation/ eines Fall und ;Verderben;"/ des andern Steigen und Aufkommen; Wol! so giebst";SCIE_P1_OOD_1681_CometenGespoettsRAW.txt;SCIE;P1;OOD;1681;1685;1680-1710;NA;Verderben;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;ver
22454;ebst du gleichwol hiemit nach/ dass der Comet ein ;Verderben; bedeute/ und schneidest dich in dein eigen Sophis;SCIE_P1_OOD_1681_CometenGespoettsRAW.txt;SCIE;P1;OOD;1681;1685;1680-1710;NA;Verderben;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;u;SG;NA;ver
1556; die Furcht sey etwas langsam: Ach! ich sehe mein ;Verderben; schon vor Augen! und weil doch so viel hundert ta;DRAM_P1_OMD_1683_MasanielloRAW.txt;DRAM;P1;OMD;1683;1685;1680-1710;NA;Verderben;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;ver
44314;g/ denen Verdambten aber zu ihren ewigen Todt und ;Verderben; gantz entsetzlich und feurig erscheinen/ diese we;SERM_P2_OOD_1700_FeyerTagRAW.txt;SERM;P2;OOD;1700;1705;1680-1710;NA;Verderben;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;KEIN;SG;NA;ver
46381;n: Dann kein Werckzeug ihme zur Suend/ vnd vnsern ;Verderben; so dienlich ist/ als dise. Vnter andern aber verr;SERM_P2_WOD_1708_ZottenRAW.txt;SERM;P2;WOD;1708;1705;1680-1710;NA;Verderben;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;ver
5782;o flieh ich Utica, So ist sein Untergang und Roms ;Verderben; nah. CATO. Zieht hin, mein Prinz, zieht hin. Wer ;DRAM_P2_OMD_1732_CatoRAW.txt;DRAM;P2;OMD;1732;1735;1710-1740;NA;Verderben;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;PRENOM;NEIN;NA;s;SG;NA;ver
10720;ugeschrieben, als sie mit der Zerstoerung und dem ;Verderben; des menschlichen Geschlechtes auf eine so bosshaf;HUMA_P2_WOD_1740_PoesieRAW.txt;HUMA;P2;WOD;1740;1745;1740-1770;NA;Verderben;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;POSTNOM;NEIN;NA;b;SG;NA;ver
7448;in Schritt, ja kaum ein Haar zwischen uns und dem ;Verderben; übrig. Allein, eben diese Gefahr muste dazu diene;berlinische_nachrichten_1740_2_fin.txt;NEWS;P2;NoD;1740;1745;1740-1770;NA;Verderben;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;b;SG;NA;ver
10134; du wider meinen Willen die Elemente erregst, und ;Verderben; anrichtst! â€“ Der beleidigte Sturm wird fortbrau;DRAM_P3_NoD_1776_ZwillingeRAW.txt;DRAM;P3;NoD;1776;1775;1770-1800;NA;Verderben;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;JA;NA;KEIN;SG;NA;ver
52852;rde, bis er sich in Stand gesezt haette, ohne das ;Verderben; seines Hauswesens ihm seine Schuld abzutragen -- ;SERM_P3_WOD_1792_HegelRAW.txt;SERM;P3;WOD;1792;1795;1770-1800;NA;Verderben;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;POSTNOM;NEIN;NA;b;SG;NA;ver
10282;nland einfallen. Lissabonn/ den 10. Octobris. Das ;Verfahren; vom Cardinal Porto Caroro an dem Evoye von diser ;mercurii_muenchen_1702_1_fin.txt;NEWS;P2;OOD;1702;1705;1680-1710;NA;Verfahren;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;b;SG;NA;ver
4936; gerechten Klagen anzuhoeren/ die euer unbilliges ;Verfahren; mir auspressen wird. Bell. Vielmehr/ Unbedachtsam;DRAM_P2_NoD_1707_SchaeferSpielRAW.txt;DRAM;P2;NoD;1707;1705;1680-1710;NA;Verfahren;NEIN;NEIN;NEIN;JA;unbillig;JA;NEIN;PRENOM;NEIN;NA;s;SG;NA;ver
9274;n die Commissarii sich a Proportion eintheilen.] [;Verfahren; wider die Nachlaessigen.]       [Musterung der Fe;LEGA_P2_OMD_1723_JurisMilitarisRAW.txt;LEGA;P2;OMD;1723;1725;1710-1740;NA;Verfahren;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;KEIN;SG;NA;ver
9362;hten. [Siehe solche unter folgendem Num.]        [;Verfahren; gegen diejenigen, so Gage mit Ungestuem fordern,];LEGA_P2_OMD_1723_JurisMilitarisRAW.txt;LEGA;P2;OMD;1723;1725;1710-1740;NA;Verfahren;NEIN;NEIN;NEIN;JA;NA;NEIN;NEIN;KEIN;NEIN;NA;KEIN;SG;NA;ver
